Production Date,Units Produced,Operational Costs,Equipment Downtime
2020-09-23,75,4802,2
2020-09-24,135,4164,1
2020-09-25,88,4496,3
2020-09-26,133,4094,3
2020-09-27,86,4507,3
2020-09-28,179,3352,1
2020-09-29,196,1003,3
2020-09-30,64,4705,3
2020-10-01,181,3359,2
2020-10-02,197,2986,1
2020-10-03,158,2276,2
2020-10-04,161,1703,3
2020-10-05,86,4413,0
2020-10-06,55,1169,0
2020-10-07,101,4082,0
2020-10-08,65,4707,1
2020-10-09,155,3317,3
2020-10-10,173,2002,0
2020-10-11,83,2981,2
2020-10-12,178,1400,0
2020-10-13,196,4713,3
2020-10-14,63,1625,2
2020-10-15,177,1830,1
2020-10-16,170,1610,3
2020-10-17,183,4522,3
2020-10-18,98,3794,1
2020-10-19,144,4661,0
2020-10-20,146,3647,2
2020-10-21,133,1924,3
2020-10-22,78,3239,1
2020-10-23,184,2108,1
2020-10-24,180,3379,1
2020-10-25,74,4555,3
2020-10-26,70,4419,0
2020-10-27,71,2848,3
2020-10-28,124,1653,3
2020-10-29,178,3672,0
2020-10-30,112,3788,3
2020-10-31,53,4452,2
2020-11-01,165,1697,0
2020-11-02,144,1190,0
2020-11-03,121,2706,2
2020-11-04,69,4984,3
2020-11-05,83,3486,1
2020-11-06,182,3524,0
2020-11-07,92,2336,0
2020-11-08,102,2342,1
2020-11-09,197,1207,2
2020-11-10,94,3450,2
2020-11-11,52,2067,0
2020-11-12,121,4867,1
2020-11-13,174,1331,1
2020-11-14,58,4986,3
2020-11-15,112,3890,0
2020-11-16,147,1936,0
2020-11-17,152,1486,0
2020-11-18,179,2000,1
2020-11-19,54,4799,1
2020-11-20,176,4206,0
2020-11-21,184,2354,3
2020-11-22,124,1099,3
2020-11-23,55,1752,2
2020-11-24,154,4574,1
2020-11-25,117,4292,2
2020-11-26,112,1413,1
2020-11-27,193,1903,2
2020-11-28,137,2698,0
2020-11-29,121,2529,0
2020-11-30,133,1964,2
2020-12-01,79,1204,0
2020-12-02,79,1516,2
2020-12-03,69,1307,1
2020-12-04,151,2956,1
2020-12-05,105,3162,2
2020-12-06,132,2937,3
2020-12-07,169,3005,3
2020-12-08,97,2738,3
2020-12-09,193,4329,1
2020-12-10,89,1882,2
2020-12-11,72,2869,3
2020-12-12,52,2183,2
2020-12-13,73,2620,0
2020-12-14,101,1780,2
2020-12-15,167,4781,0
2020-12-16,97,1614,0
2020-12-17,74,3898,1
2020-12-18,191,2661,2
2020-12-19,51,4608,1
2020-12-20,195,3735,0
2020-12-21,167,3225,0
2020-12-22,149,3158,3
2020-12-23,131,3133,3
2020-12-24,82,4104,3
2020-12-25,157,2193,0
2020-12-26,174,1387,0
2020-12-27,189,2576,2
2020-12-28,55,2289,2
2020-12-29,75,1938,1
2020-12-30,127,4286,0
2020-12-31,52,2520,2
2021-01-01,94,3256,2
2021-01-02,157,2849,1
2021-01-03,95,4038,3
2021-01-04,192,1628,1
2021-01-05,117,4092,3
2021-01-06,75,1181,0
2021-01-07,88,2184,3
2021-01-08,68,2260,2
2021-01-09,183,2850,2
2021-01-10,75,3348,3
2021-01-11,139,1105,0
2021-01-12,126,3072,1
2021-01-13,146,1617,3
2021-01-14,172,4836,0
2021-01-15,93,3608,2
2021-01-16,59,4672,1
2021-01-17,189,3621,2
2021-01-18,98,4236,2
2021-01-19,95,3037,3
2021-01-20,121,4944,2
2021-01-21,54,4879,0
2021-01-22,124,3894,0
2021-01-23,195,1466,3
2021-01-24,68,4224,0
2021-01-25,101,2432,1
2021-01-26,171,3511,3
2021-01-27,188,3768,3
2021-01-28,107,2590,2
2021-01-29,128,4479,2
2021-01-30,76,1745,3
2021-01-31,184,4823,3
2021-02-01,193,1233,1
2021-02-02,176,4048,0
2021-02-03,69,1081,1
2021-02-04,182,1783,1
2021-02-05,106,1001,2
2021-02-06,171,4382,0
2021-02-07,71,2616,2
2021-02-08,80,4906,2
2021-02-09,120,3620,2
2021-02-10,88,3951,0
2021-02-11,102,1560,0
2021-02-12,156,3325,0
2021-02-13,118,1855,2
2021-02-14,176,4746,1
2021-02-15,58,2789,3
2021-02-16,184,2245,1
2021-02-17,184,1616,3
2021-02-18,158,2721,1
2021-02-19,188,2923,3
2021-02-20,87,2026,1
2021-02-21,175,2602,2
2021-02-22,143,3308,1
2021-02-23,100,4164,0
2021-02-24,132,4671,3
2021-02-25,199,4934,0
2021-02-26,94,4504,3
2021-02-27,77,3546,1
2021-02-28,89,1349,3
2021-03-01,55,4648,1
2021-03-02,130,1449,0
2021-03-03,71,3579,3
2021-03-04,103,4344,3
2021-03-05,128,1528,3
2021-03-06,189,4817,3
2021-03-07,81,1428,0
2021-03-08,88,4819,1
2021-03-09,149,3392,3
2021-03-10,191,2644,1
2021-03-11,191,2115,0
2021-03-12,173,3809,1
2021-03-13,119,1906,1
2021-03-14,98,4943,3
2021-03-15,161,4247,1
2021-03-16,53,2384,2
2021-03-17,101,3741,2
2021-03-18,99,3979,3
2021-03-19,178,2826,2
2021-03-20,60,4312,0
2021-03-21,93,4795,0
2021-03-22,183,4997,3
2021-03-23,136,1228,0
2021-03-24,131,4044,3
2021-03-25,132,3050,0
2021-03-26,70,1413,1
2021-03-27,80,2075,1
2021-03-28,128,4723,1
2021-03-29,118,2345,1
2021-03-30,88,3055,3
2021-03-31,153,1100,1
2021-04-01,140,1479,3
2021-04-02,169,3490,0
2021-04-03,146,2680,2
2021-04-04,171,1541,1
2021-04-05,177,3186,0
2021-04-06,144,2944,1
2021-04-07,72,1854,2
2021-04-08,71,1158,1
2021-04-09,88,4983,2
2021-04-10,86,4600,0
2021-04-11,165,3610,3
2021-04-12,137,3757,3
2021-04-13,51,3896,1
2021-04-14,85,4417,1
2021-04-15,156,4691,1
2021-04-16,61,2741,3
2021-04-17,191,1395,3
2021-04-18,139,2788,3
2021-04-19,168,3435,1
2021-04-20,164,2980,1
2021-04-21,166,1002,3
2021-04-22,113,2505,3
2021-04-23,124,1245,1
2021-04-24,189,1553,1
2021-04-25,78,4197,1
2021-04-26,193,2546,0
2021-04-27,158,4904,3
2021-04-28,194,1900,2
2021-04-29,51,1922,2
2021-04-30,185,4341,3
2021-05-01,56,4548,3
2021-05-02,126,3011,0
2021-05-03,137,2416,0
2021-05-04,171,1448,3
2021-05-05,147,4914,3
2021-05-06,164,1595,1
2021-05-07,188,1506,3
2021-05-08,61,3723,2
2021-05-09,122,1939,2
2021-05-10,71,4794,2
2021-05-11,117,4867,2
2021-05-12,169,1172,3
2021-05-13,102,4490,2
2021-05-14,115,3091,3
2021-05-15,120,2702,1
2021-05-16,107,1751,1
2021-05-17,105,3470,1
2021-05-18,99,3900,2
2021-05-19,76,1142,0
2021-05-20,106,3104,3
2021-05-21,107,4708,3
2021-05-22,137,2098,0
2021-05-23,71,2835,2
2021-05-24,150,1249,3
2021-05-25,157,2188,0
2021-05-26,82,3510,0
2021-05-27,92,3852,3
2021-05-28,121,4329,2
2021-05-29,54,2671,3
2021-05-30,85,1279,0
2021-05-31,82,3138,3
2021-06-01,136,4433,0
2021-06-02,131,2844,0
2021-06-03,178,2575,3
2021-06-04,171,3182,2
2021-06-05,168,2905,3
2021-06-06,177,2237,2
2021-06-07,196,3090,1
2021-06-08,137,4386,1
2021-06-09,56,1485,1
2021-06-10,156,2700,1
2021-06-11,109,1480,3
2021-06-12,176,2612,1
2021-06-13,170,4925,2
2021-06-14,94,1472,2
2021-06-15,180,2439,0
2021-06-16,102,3370,0
2021-06-17,126,2037,3
2021-06-18,105,4860,1
2021-06-19,186,2198,1
2021-06-20,104,4307,2
2021-06-21,105,2198,1
2021-06-22,100,4784,3
2021-06-23,65,1961,2
2021-06-24,76,2518,0
2021-06-25,170,4117,3
2021-06-26,159,1675,0
2021-06-27,68,3133,0
2021-06-28,135,4660,3
2021-06-29,186,2719,0
2021-06-30,114,4511,0
2021-07-01,163,3025,0
2021-07-02,82,2970,2
2021-07-03,154,2880,3
2021-07-04,168,1304,1
2021-07-05,129,3927,0
2021-07-06,141,3584,2
2021-07-07,67,4191,2
2021-07-08,62,2651,1
2021-07-09,154,3556,0
2021-07-10,88,4167,3
2021-07-11,198,1361,1
2021-07-12,101,4743,1
2021-07-13,58,2918,3
2021-07-14,199,4466,0
2021-07-15,100,4480,3
2021-07-16,133,2028,2
2021-07-17,158,4024,1
2021-07-18,151,4960,3
2021-07-19,187,1117,2
2021-07-20,153,2174,2
2021-07-21,65,1415,0
2021-07-22,92,4889,0
2021-07-23,148,3314,2
2021-07-24,130,3856,3
2021-07-25,121,3455,1
2021-07-26,80,2778,3
2021-07-27,76,2504,1
2021-07-28,108,3636,0
2021-07-29,105,4853,0
2021-07-30,146,3974,3
2021-07-31,71,3829,2
2021-08-01,120,1379,0
2021-08-02,81,2731,1
2021-08-03,78,2912,2
2021-08-04,154,1987,3
2021-08-05,56,3661,2
2021-08-06,50,4908,1
2021-08-07,75,1872,2
2021-08-08,166,2499,2
2021-08-09,90,3159,2
2021-08-10,149,1308,0
2021-08-11,101,1268,1
2021-08-12,118,3469,0
2021-08-13,171,1191,3
2021-08-14,182,1983,2
2021-08-15,130,1194,2
2021-08-16,103,3132,1
2021-08-17,107,3362,1
2021-08-18,77,1690,1
2021-08-19,100,4639,3
2021-08-20,94,3163,1
2021-08-21,153,3001,3
2021-08-22,130,2387,2
2021-08-23,144,2511,0
2021-08-24,189,4566,1
2021-08-25,113,2739,3
2021-08-26,174,3507,2
2021-08-27,139,2403,1
2021-08-28,160,4580,1
2021-08-29,165,1077,0
2021-08-30,127,1253,0
2021-08-31,155,3769,3
2021-09-01,82,3206,0
2021-09-02,149,3488,3
2021-09-03,110,1194,0
2021-09-04,128,3723,1
2021-09-05,71,1578,2
2021-09-06,145,4292,0
2021-09-07,192,4630,1
2021-09-08,195,1782,1
2021-09-09,51,4588,0
2021-09-10,101,2911,1
2021-09-11,71,1948,1
2021-09-12,117,4607,0
2021-09-13,132,2744,1
2021-09-14,69,2517,0
2021-09-15,92,3138,3
2021-09-16,115,3727,2
2021-09-17,101,4087,3
2021-09-18,194,1015,2
2021-09-19,93,2218,3
2021-09-20,111,2124,3
2021-09-21,94,3576,1
2021-09-22,106,4975,1
2021-09-23,139,1218,3
2021-09-24,178,1978,0
2021-09-25,156,3923,0
2021-09-26,59,1007,2
2021-09-27,165,2939,3
2021-09-28,127,3932,0
2021-09-29,149,2457,1
2021-09-30,72,4093,0
2021-10-01,100,1994,3
2021-10-02,57,2617,0
2021-10-03,122,3628,0
2021-10-04,70,2110,0
2021-10-05,121,4062,2
2021-10-06,60,4493,1
2021-10-07,193,2579,0
2021-10-08,57,1915,3
2021-10-09,152,4285,2
2021-10-10,88,4622,0
2021-10-11,135,1821,1
2021-10-12,74,2780,1
2021-10-13,169,1406,3
2021-10-14,135,2351,3
2021-10-15,115,4217,1
2021-10-16,101,1179,1
2021-10-17,119,2846,1
2021-10-18,86,3760,2
2021-10-19,92,1450,3
2021-10-20,184,4041,3
2021-10-21,85,2214,1
2021-10-22,103,4151,1
2021-10-23,106,4004,3
2021-10-24,136,2226,2
2021-10-25,136,3806,0
2021-10-26,147,4704,3
2021-10-27,129,4705,2
2021-10-28,78,3782,0
2021-10-29,179,4633,1
2021-10-30,114,4734,2
2021-10-31,145,1496,0
2021-11-01,152,1235,0
2021-11-02,102,1376,0
2021-11-03,113,1292,2
2021-11-04,157,3909,3
2021-11-05,197,1555,1
2021-11-06,68,4018,3
2021-11-07,134,2264,3
2021-11-08,84,3847,3
2021-11-09,162,4957,1
2021-11-10,140,2158,2
2021-11-11,82,1875,0
2021-11-12,83,4482,2
2021-11-13,71,2188,2
2021-11-14,172,1333,2
2021-11-15,188,2154,2
2021-11-16,99,1305,3
2021-11-17,83,2196,2
2021-11-18,148,4053,2
2021-11-19,145,1671,1
2021-11-20,73,3335,0
2021-11-21,157,2550,3
2021-11-22,110,2207,3
2021-11-23,104,2523,1
2021-11-24,165,1311,3
2021-11-25,133,4605,3
2021-11-26,145,2560,2
2021-11-27,174,3972,2
2021-11-28,134,4056,1
2021-11-29,188,3225,3
2021-11-30,168,3451,0
2021-12-01,54,2754,0
2021-12-02,64,1008,3
2021-12-03,60,4848,2
2021-12-04,166,2354,1
2021-12-05,50,4970,1
2021-12-06,85,1396,2
2021-12-07,95,2982,3
2021-12-08,151,4862,0
2021-12-09,157,4255,0
2021-12-10,136,3623,1
2021-12-11,138,4755,2
2021-12-12,129,4677,2
2021-12-13,157,4073,3
2021-12-14,107,2336,1
2021-12-15,106,3140,0
2021-12-16,128,3957,0
2021-12-17,112,3491,0
2021-12-18,176,2254,2
2021-12-19,182,4180,1
2021-12-20,146,2025,3
2021-12-21,180,4143,2
2021-12-22,85,3997,1
2021-12-23,130,1967,3
2021-12-24,81,2414,0
2021-12-25,176,2529,2
2021-12-26,117,2344,2
2021-12-27,173,1878,1
2021-12-28,85,4539,2
2021-12-29,126,4093,0
2021-12-30,67,2436,2
2021-12-31,88,1673,0
2022-01-01,107,3173,1
2022-01-02,179,2979,1
2022-01-03,149,1927,0
2022-01-04,142,1030,2
2022-01-05,163,3449,3
2022-01-06,97,4990,2
2022-01-07,135,2342,2
2022-01-08,84,1766,1
2022-01-09,65,3124,2
2022-01-10,107,4392,3
2022-01-11,72,2155,1
2022-01-12,80,4840,3
2022-01-13,50,3504,2
2022-01-14,193,2771,2
2022-01-15,163,2199,3
2022-01-16,80,3987,3
2022-01-17,179,1088,1
2022-01-18,75,2779,0
2022-01-19,90,4898,1
2022-01-20,128,3751,0
2022-01-21,59,3705,0
2022-01-22,150,2931,3
2022-01-23,72,4886,0
2022-01-24,105,1686,2
2022-01-25,86,2857,3
2022-01-26,126,3025,2
2022-01-27,173,4940,3
2022-01-28,87,4921,2
2022-01-29,143,1594,0
2022-01-30,80,1899,1
2022-01-31,169,1176,2
2022-02-01,148,2399,0
2022-02-02,118,4244,2
2022-02-03,169,2586,0
2022-02-04,84,2870,3
2022-02-05,74,2159,1
2022-02-06,87,1504,2
2022-02-07,163,3552,2
2022-02-08,103,2307,1
2022-02-09,150,2559,2
2022-02-10,120,3687,3
2022-02-11,94,4814,1
2022-02-12,182,4554,3
2022-02-13,127,3490,2
2022-02-14,156,1082,2
2022-02-15,75,4592,2
2022-02-16,196,1110,3
2022-02-17,77,3151,0
2022-02-18,64,1581,1
2022-02-19,61,4624,1
2022-02-20,115,3781,3
2022-02-21,178,3886,1
2022-02-22,193,2609,0
2022-02-23,65,1350,1
2022-02-24,128,4369,3
2022-02-25,60,3107,0
2022-02-26,160,1724,0
2022-02-27,151,2285,2
2022-02-28,170,3232,1
2022-03-01,160,2390,1
2022-03-02,199,4222,2
2022-03-03,76,1317,2
2022-03-04,72,3920,1
2022-03-05,178,1479,1
2022-03-06,131,3365,0
2022-03-07,75,1563,1
2022-03-08,60,2605,3
2022-03-09,103,1965,1
2022-03-10,127,1564,0
2022-03-11,107,1035,1
2022-03-12,124,1448,1
2022-03-13,190,3717,3
2022-03-14,114,1530,2
2022-03-15,68,4667,1
2022-03-16,102,4277,0
2022-03-17,108,2299,2
2022-03-18,138,1722,2
2022-03-19,184,1503,3
2022-03-20,191,3163,1
2022-03-21,132,2346,1
2022-03-22,69,4499,1
2022-03-23,100,3367,2
2022-03-24,142,2931,1
2022-03-25,76,3050,0
2022-03-26,120,2749,2
2022-03-27,132,4741,0
2022-03-28,77,1955,3
2022-03-29,137,4125,2
2022-03-30,162,2106,0
2022-03-31,92,2003,1
2022-04-01,197,2821,0
2022-04-02,159,4715,0
2022-04-03,76,3251,3
2022-04-04,136,3567,0
2022-04-05,125,3160,1
2022-04-06,79,3214,3
2022-04-07,166,2776,2
2022-04-08,197,4343,3
2022-04-09,63,4828,3
2022-04-10,109,2443,3
2022-04-11,90,3984,0
2022-04-12,87,2860,2
2022-04-13,75,1767,3
2022-04-14,128,4871,0
2022-04-15,124,3878,3
2022-04-16,60,2914,1
2022-04-17,189,1363,2
2022-04-18,90,1583,3
2022-04-19,173,2445,0
2022-04-20,158,4553,1
2022-04-21,84,4919,2
2022-04-22,101,4155,1
2022-04-23,86,2977,2
2022-04-24,137,1874,0
2022-04-25,52,2658,1
2022-04-26,84,2391,1
2022-04-27,188,2856,2
2022-04-28,112,3453,3
2022-04-29,186,4348,1
2022-04-30,171,3993,2
2022-05-01,93,3311,0
2022-05-02,177,3549,0
2022-05-03,78,1837,0
2022-05-04,52,4550,3
2022-05-05,192,3269,0
2022-05-06,198,4937,2
2022-05-07,110,3020,0
2022-05-08,76,4801,1
2022-05-09,105,2396,1
2022-05-10,63,2158,3
2022-05-11,111,3695,1
2022-05-12,51,3293,0
2022-05-13,137,2111,1
2022-05-14,132,4718,0
2022-05-15,186,4670,3
2022-05-16,92,1153,0
2022-05-17,89,3428,2
2022-05-18,148,4640,1
2022-05-19,140,4527,3
2022-05-20,57,1397,0
2022-05-21,193,3954,1
2022-05-22,55,4063,3
2022-05-23,72,3065,3
2022-05-24,181,3199,2
2022-05-25,194,1935,3
2022-05-26,80,4755,0
2022-05-27,173,1734,2
2022-05-28,181,3553,3
2022-05-29,190,1254,1
2022-05-30,90,2446,0
2022-05-31,102,4423,1
2022-06-01,116,4700,3
2022-06-02,69,2470,2
2022-06-03,78,3734,0
2022-06-04,178,4187,0
2022-06-05,79,1482,1
2022-06-06,97,4593,1
2022-06-07,181,4779,1
2022-06-08,79,2524,3
2022-06-09,183,3142,0
2022-06-10,121,2653,2
2022-06-11,182,4302,3
2022-06-12,168,4586,2
2022-06-13,98,3372,1
2022-06-14,176,2839,0
2022-06-15,129,3942,3
2022-06-16,63,3624,3
2022-06-17,61,4001,1
2022-06-18,96,2348,3
2022-06-19,76,4619,1
2022-06-20,123,3470,3
2022-06-21,126,3559,2
2022-06-22,176,2501,2
2022-06-23,60,3699,2
2022-06-24,197,1221,2
2022-06-25,135,4208,3
2022-06-26,86,3332,0
2022-06-27,198,1828,3
2022-06-28,66,2964,1
2022-06-29,103,3032,2
2022-06-30,194,2539,1
2022-07-01,166,3215,2
2022-07-02,139,1136,2
2022-07-03,177,4766,2
2022-07-04,190,3991,0
2022-07-05,164,4767,1
2022-07-06,50,4393,2
2022-07-07,163,1382,1
2022-07-08,169,3616,3
2022-07-09,85,3461,1
2022-07-10,107,1854,2
2022-07-11,171,1009,0
2022-07-12,146,3575,0
2022-07-13,138,3737,2
2022-07-14,111,2551,0
2022-07-15,178,1221,2
2022-07-16,111,4318,2
2022-07-17,143,1593,0
2022-07-18,180,2298,3
2022-07-19,133,3388,0
2022-07-20,71,1369,1
2022-07-21,102,2401,0
2022-07-22,55,2497,0
2022-07-23,159,4393,1
2022-07-24,170,4901,3
2022-07-25,165,3121,1
2022-07-26,51,1598,3
2022-07-27,118,1978,0
2022-07-28,132,2973,0
2022-07-29,95,1476,0
2022-07-30,90,1920,2
2022-07-31,85,4172,3
2022-08-01,195,3357,1
2022-08-02,195,2693,0
2022-08-03,198,2619,1
2022-08-04,131,3548,1
2022-08-05,108,2179,0
2022-08-06,196,2403,2
2022-08-07,98,3212,2
2022-08-08,127,3963,0
2022-08-09,169,1835,0
2022-08-10,175,4704,1
2022-08-11,79,2601,2
2022-08-12,74,3793,3
2022-08-13,93,2473,3
2022-08-14,57,4221,3
2022-08-15,109,4702,2
2022-08-16,159,2608,0
2022-08-17,81,4384,1
2022-08-18,81,3720,2
2022-08-19,180,4747,1
2022-08-20,181,3142,1
2022-08-21,180,1397,3
2022-08-22,99,1390,1
2022-08-23,126,1453,2
2022-08-24,156,2656,2
2022-08-25,87,1419,1
2022-08-26,58,4105,0
2022-08-27,62,4918,2
2022-08-28,172,2454,1
2022-08-29,153,2154,1
2022-08-30,90,1052,3
2022-08-31,54,4293,2
2022-09-01,174,3759,2
2022-09-02,70,1159,0
2022-09-03,90,4432,3
2022-09-04,73,1766,2
2022-09-05,165,1862,2
2022-09-06,143,1157,1
2022-09-07,71,2662,0
2022-09-08,142,2540,0
2022-09-09,137,3434,1
2022-09-10,195,3305,1
2022-09-11,53,3965,2
2022-09-12,135,3609,0
2022-09-13,172,3258,3
2022-09-14,143,4385,3
2022-09-15,197,3241,0
2022-09-16,139,4158,3
2022-09-17,147,4007,1
2022-09-18,67,2966,0
2022-09-19,55,3492,0
2022-09-20,157,3467,0
2022-09-21,166,1882,1
2022-09-22,177,4894,1
2022-09-23,110,4752,0
2022-09-24,73,2833,0
2022-09-25,97,1406,3
2022-09-26,193,2907,1
2022-09-27,124,1890,0
2022-09-28,69,1713,2
2022-09-29,93,4950,3
2022-09-30,87,2595,1
2022-10-01,85,3687,3
2022-10-02,158,3124,0
2022-10-03,157,4912,3
2022-10-04,194,3220,2
2022-10-05,118,4760,1
2022-10-06,62,2362,0
2022-10-07,187,1485,1
2022-10-08,190,4600,0
2022-10-09,67,2307,0
2022-10-10,60,1729,3
2022-10-11,108,3807,0
2022-10-12,175,4777,3
2022-10-13,99,4336,2
2022-10-14,184,3407,1
2022-10-15,91,4688,1
2022-10-16,68,3189,3
2022-10-17,58,2293,3
2022-10-18,63,1009,2
2022-10-19,137,1366,1
2022-10-20,126,1166,0
2022-10-21,74,2691,1
2022-10-22,184,4245,3
2022-10-23,184,2596,3
2022-10-24,63,1207,1
2022-10-25,166,2636,3
2022-10-26,95,4889,1
2022-10-27,171,4535,0
2022-10-28,117,3010,3
2022-10-29,50,3848,3
2022-10-30,186,4858,1
2022-10-31,189,2109,1
2022-11-01,79,3828,3
2022-11-02,102,3842,0
2022-11-03,117,2673,3
2022-11-04,69,3324,0
2022-11-05,151,4413,0
2022-11-06,130,1854,3
2022-11-07,109,1720,2
2022-11-08,63,4975,1
2022-11-09,165,4050,2
2022-11-10,51,1436,0
2022-11-11,138,4966,2
2022-11-12,138,1958,3
2022-11-13,71,2485,0
2022-11-14,76,3650,0
2022-11-15,120,3796,3
2022-11-16,58,2297,0
2022-11-17,183,3704,2
2022-11-18,106,4487,0
2022-11-19,114,4751,0
2022-11-20,91,4061,2
2022-11-21,134,3983,1
2022-11-22,92,1749,2
2022-11-23,70,4874,1
2022-11-24,150,4921,2
2022-11-25,83,3504,2
2022-11-26,91,1030,2
2022-11-27,110,4348,1
2022-11-28,114,2958,2
2022-11-29,131,4663,1
2022-11-30,76,1856,1
2022-12-01,90,2629,0
2022-12-02,93,2775,3
2022-12-03,116,4232,3
2022-12-04,75,4641,3
2022-12-05,61,3633,1
2022-12-06,113,3534,0
2022-12-07,74,1271,2
2022-12-08,188,1776,1
2022-12-09,169,3066,1
2022-12-10,116,2377,0
2022-12-11,64,3377,0
2022-12-12,193,2749,1
2022-12-13,132,1946,1
2022-12-14,155,3691,1
2022-12-15,162,4536,3
2022-12-16,58,2007,2
2022-12-17,58,2014,2
2022-12-18,175,4660,1
2022-12-19,175,2261,2
2022-12-20,70,2442,1
2022-12-21,53,2007,1
2022-12-22,174,2883,1
2022-12-23,142,2417,1
2022-12-24,165,4641,1
2022-12-25,76,3301,1
2022-12-26,146,1304,1
2022-12-27,185,4458,0
2022-12-28,168,4399,0
2022-12-29,54,3982,2
2022-12-30,197,3883,2
2022-12-31,75,1212,2
2018-01-01,179,2257,3
2018-01-02,124,1565,0
2018-01-03,179,4303,1
2018-01-04,76,4660,2
2018-01-05,114,4050,0
2018-01-06,187,1544,0
2018-01-07,172,2680,3
2018-01-08,133,1186,0
2018-01-09,84,4230,3
2018-01-10,125,1911,0
2018-01-11,162,3435,3
2018-01-12,172,2332,3
2018-01-13,67,1956,2
2018-01-14,119,2815,2
2018-01-15,166,2695,0
2018-01-16,159,3341,1
2018-01-17,180,4286,3
2018-01-18,144,4593,1
2018-01-19,181,1389,1
2018-01-20,72,2971,2
2018-01-21,79,4308,0
2018-01-22,136,1592,3
2018-01-23,122,2981,1
2018-01-24,81,3326,0
2018-01-25,121,3120,2
2018-01-26,89,2885,0
2018-01-27,86,4849,0
2018-01-28,81,3186,2
2018-01-29,174,1276,3
2018-01-30,119,4609,0
2018-01-31,132,2561,0
2018-02-01,129,2378,3
2018-02-02,132,2009,3
2018-02-03,96,1119,0
2018-02-04,142,4115,2
2018-02-05,51,4423,3
2018-02-06,69,4861,0
2018-02-07,60,3930,0
2018-02-08,136,4819,3
2018-02-09,137,2928,0
2018-02-10,70,2667,3
2018-02-11,198,4317,3
2018-02-12,123,2158,0
2018-02-13,169,4964,1
2018-02-14,126,2405,3
2018-02-15,192,4206,1
2018-02-16,55,1766,2
2018-02-17,166,3313,2
2018-02-18,55,3609,3
2018-02-19,76,1636,0
2018-02-20,114,1046,3
2018-02-21,165,2558,3
2018-02-22,145,4269,3
2018-02-23,120,4982,0
2018-02-24,183,4933,3
2018-02-25,187,2465,0
2018-02-26,68,1501,0
2018-02-27,50,1762,1
2018-02-28,176,3431,3
2018-03-01,143,4152,1
2018-03-02,89,1111,0
2018-03-03,107,3845,0
2018-03-04,129,3747,2
2018-03-05,142,2868,0
2018-03-06,59,3267,1
2018-03-07,63,3022,0
2018-03-08,81,4248,3
2018-03-09,127,2918,3
2018-03-10,122,4841,1
2018-03-11,118,4804,1
2018-03-12,166,3508,2
2018-03-13,113,1817,3
2018-03-14,114,4280,0
2018-03-15,51,4251,3
2018-03-16,72,2007,0
2018-03-17,73,2971,1
2018-03-18,176,4091,1
2018-03-19,76,3502,1
2018-03-20,102,4753,0
2018-03-21,58,2182,1
2018-03-22,174,2856,2
2018-03-23,66,4593,0
2018-03-24,143,4420,2
2018-03-25,62,2699,1
2018-03-26,144,1415,2
2018-03-27,186,1956,1
2018-03-28,116,4525,0
2018-03-29,90,2172,0
2018-03-30,57,1642,0
2018-03-31,72,4588,0
2018-04-01,155,1088,1
2018-04-02,84,1256,3
2018-04-03,77,3187,1
2018-04-04,98,3977,2
2018-04-05,135,3577,1
2018-04-06,98,3711,2
2018-04-07,59,2734,0
2018-04-08,195,1844,0
2018-04-09,65,2206,2
2018-04-10,123,1860,3
2018-04-11,122,4880,0
2018-04-12,191,2906,2
2018-04-13,61,2097,1
2018-04-14,125,4892,3
2018-04-15,187,4640,0
2018-04-16,128,4814,3
2018-04-17,77,4643,1
2018-04-18,92,4665,3
2018-04-19,189,4161,0
2018-04-20,149,2461,1
2018-04-21,168,4855,0
2018-04-22,125,3006,3
2018-04-23,58,2717,2
2018-04-24,107,2534,2
2018-04-25,70,1125,1
2018-04-26,95,1825,2
2018-04-27,54,3729,2
2018-04-28,57,1349,3
2018-04-29,61,2538,2
2018-04-30,190,3028,3
2018-05-01,53,4973,0
2018-05-02,100,4532,0
2018-05-03,106,3838,2
2018-05-04,169,4076,1
2018-05-05,160,4344,1
2018-05-06,82,4796,1
2018-05-07,84,3172,1
2018-05-08,139,3798,0
2018-05-09,175,2644,1
2018-05-10,130,2162,3
2018-05-11,85,4275,1
2018-05-12,170,2564,0
2018-05-13,188,1311,1
2018-05-14,152,2253,3
2018-05-15,104,1947,1
2018-05-16,82,4151,3
2018-05-17,62,4315,2
2018-05-18,131,1568,3
2018-05-19,193,3597,0
2018-05-20,69,3721,2
2018-05-21,119,4041,0
2018-05-22,128,1246,2
2018-05-23,148,2811,1
2018-05-24,156,3676,0
2018-05-25,183,1482,0
2018-05-26,196,2682,2
2018-05-27,157,2660,3
2018-05-28,154,1276,2
2018-05-29,116,1089,3
2018-05-30,50,2200,2
2018-05-31,189,4869,2
2018-06-01,91,2893,1
2018-06-02,64,1667,1
2018-06-03,59,4235,3
2018-06-04,159,4384,3
2018-06-05,94,1984,1
2018-06-06,70,4606,3
2018-06-07,162,1933,2
2018-06-08,149,2338,1
2018-06-09,63,2185,2
2018-06-10,143,2562,1
2018-06-11,198,1118,3
2018-06-12,108,4630,0
2018-06-13,112,2602,0
2018-06-14,124,4901,2
2018-06-15,172,1825,3
2018-06-16,164,1045,1
2018-06-17,59,1143,1
